,Aciklamalar,İl,Toplam 1. Doz,Toplam 2. Doz,Tarih,Günlük 1. Doz,Günlük 2.Doz
,,Edirne,56.765,14.618,02.03.2021 23:12:54,1.742,1.221
,,Elazığ,50.654,15.068,02.03.2021 23:13:03,850,999
,,Erzincan,23.431,5.943,02.03.2021 23:13:11,362,492
,,Erzurum,51.030,14.910,02.03.2021 23:13:19,1.409,873
,,Eskişehir,110.744,33.283,02.03.2021 23:13:26,1.507,2.600
,,Gaziantep,102.099,29.100,02.03.2021 23:13:38,1.879,1.754
,,Giresun,63.464,14.926,02.03.2021 23:13:51,1.790,1.533
,,Gümüşhane,11.440,2.976,02.03.2021 23:14:06,247,250
,,Hakkari,4.898,2.018,02.03.2021 23:14:23,138,30
,,Hatay,111.119,29.581,02.03.2021 23:14:41,2.282,2.153
,,Içel,181.093,46.847,02.03.2021 23:15:13,3.095,4.103
,,Iğdır,9.860,2.977,02.03.2021 22:13:57,181,171
,,Isparta,59.097,19.975,02.03.2021 23:14:58,954,1.313
,,Istanbul,1.117.521,351.350,02.03.2021 23:15:26,17.681,23.293
,,Izmir,482.817,128.611,02.03.2021 23:15:46,9.727,8.903
,,Kahramanmaraş,76.858,19.187,02.03.2021 23:16:16,1.379,1.503
,,Karabük,27.832,6.406,02.03.2021 22:14:01,613,567
,,Karaman,24.583,6.873,02.03.2021 22:13:44,435,556
,,Kars,17.647,4.829,02.03.2021 23:15:53,478,291
,,Kastamonu,47.717,11.569,02.03.2021 23:15:55,1.413,1.259
,,Kayseri,129.757,36.569,02.03.2021 23:15:57,1.514,2.808
,,Kırıkkale,28.869,7.813,02.03.2021 22:13:46,544,528
,,Kırklareli,47.111,11.260,02.03.2021 23:16:00,959,1.213
,,Kırşehir,25.684,6.905,02.03.2021 23:16:03,446,561
,,Kilis,8.829,2.527,02.03.2021 22:14:03,166,143
,,Kocaeli,151.104,42.702,02.03.2021 23:16:05,3.077,3.200
,,Konya,194.957,50.914,02.03.2021 23:16:07,3.579,3.932
,,Kütahya,63.004,13.587,02.03.2021 23:16:10,1.572,1.039
,,Malatya,80.067,24.492,02.03.2021 23:16:12,1.097,1.994
,,Manisa,139.098,31.312,02.03.2021 23:16:14,3.733,2.420
,,Mardin,24.341,7.567,02.03.2021 23:16:20,741,409
,,Muğla,128.759,31.888,02.03.2021 23:16:23,2.790,3.056
,,Muş,12.068,3.624,02.03.2021 23:16:25,379,120
,,Nevşehir,30.393,8.034,02.03.2021 23:16:27,486,751
,,Niğde,30.499,8.842,02.03.2021 23:16:29,461,781
,,Ordu,91.500,22.814,02.03.2021 23:16:31,1.943,2.049
,,Osmaniye,49.538,12.691,02.03.2021 22:14:05,678,1.002
,,Rize,39.323,11.079,02.03.2021 23:16:33,675,1.025
,,Sakarya,90.103,18.460,02.03.2021 23:16:36,2.211,1.699
,,Samsun,146.407,39.229,02.03.2021 23:16:38,3.629,3.135
,,Siirt,8.074,2.640,02.03.2021 23:16:40,170,132
,,Sinop,29.985,6.466,02.03.2021 23:16:42,784,705
,,Sivas,59.768,15.617,02.03.2021 23:16:44,1.243,1.166
,,Şanlıurfa,53.179,16.518,02.03.2021 23:16:56,1.481,598
,,Şırnak,8.241,3.553,02.03.2021 22:13:50,210,44
,,Tekirdağ,95.944,23.262,02.03.2021 23:16:46,2.005,1.907
,,Tokat,72.273,18.855,02.03.2021 23:16:49,1.530,1.789
,,Trabzon,96.458,26.837,02.03.2021 23:16:51,1.577,2.451
,,Tunceli,10.140,2.896,02.03.2021 23:16:53,225,248
,,Türkiye,7.182.425,2.001.428,02.03.2021 22:14:10,135.384,149.145
,,Uşak,40.550,10.269,02.03.2021 23:16:58,907,1.018
,,Van,47.110,13.516,02.03.2021 23:17:01,882,491
,,Yalova,31.352,8.464,02.03.2021 22:13:59,702,782
,,Yozgat,39.582,10.540,02.03.2021 23:17:03,950,716
,,Zonguldak,65.833,15.590,02.03.2021 23:17:05,1.679,1.340
,,Adana,186.465,51.564,03.03.2021 23:08:52,2.483,2.790
,,Adıyaman,44.551,14.048,03.03.2021 23:11:17,519,818
,,Afyon,71.898,20.567,03.03.2021 23:11:21,998,1.379
,,Ağrı,13.554,3.799,03.03.2021 23:11:25,359,108
,,Aksaray,31.877,8.054,03.03.2021 23:15:04,555,508
,,Amasya,49.206,14.638,03.03.2021 23:11:28,466,1.027
,,Ankara,578.357,206.792,03.03.2021 23:11:32,6.867,10.807
,,Antalya,237.787,64.779,03.03.2021 23:11:35,3.267,3.912
,,Ardahan,9.030,2.240,03.03.2021 23:15:26,166,209
,,Artvin,23.829,6.636,03.03.2021 23:11:47,331,625
,,Aydın,146.258,36.761,03.03.2021 23:11:52,2.332,3.015
,,Balıkesir,181.955,44.497,03.03.2021 23:11:56,3.407,3.173
,,Bartın,24.635,5.391,03.03.2021 23:15:23,636,457
,,Batman,27.120,8.322,03.03.2021 23:15:16,232,401
,,Bayburt,5.967,1.603,03.03.2021 23:15:07,104,104
,,Bilecik,24.909,7.485,03.03.2021 23:12:00,270,584
,,Bingöl,12.612,3.570,03.03.2021 23:12:04,247,177
,,Bitlis,10.043,4.136,03.03.2021 23:12:07,200,104
,,Bolu,42.144,13.989,03.03.2021 23:12:10,591,818
,,Burdur,37.503,11.158,03.03.2021 23:12:13,488,722
,,Bursa,272.327,72.180,03.03.2021 23:12:16,4.513,5.034
,,Çanakkale,81.476,21.522,03.03.2021 23:12:19,1.549,1.705
,,Çankırı,23.049,6.778,03.03.2021 23:12:23,352,486
,,Çorum,64.688,18.625,03.03.2021 23:12:26,1.022,1.356
,,Denizli,110.734,33.184,03.03.2021 23:12:29,1.553,2.371
,,Diyarbakır,68.740,25.451,03.03.2021 23:12:32,1.028,1.065
,,Düzce,36.491,9.708,03.03.2021 23:15:45,768,615
,,Edirne,58.195,15.760,03.03.2021 23:12:35,1.430,1.142
,,Elazığ,51.411,16.053,03.03.2021 23:12:38,757,985
,,Erzincan,23.722,6.414,03.03.2021 23:12:41,291,471
,,Erzurum,52.497,15.733,03.03.2021 23:12:45,1.467,823
,,Eskişehir,112.038,35.555,03.03.2021 23:12:48,1.294,2.272
,,Gaziantep,103.874,30.673,03.03.2021 23:12:52,1.775,1.573
,,Giresun,64.911,16.486,03.03.2021 23:12:56,1.447,1.560
,,Gümüşhane,11.632,3.186,03.03.2021 23:12:59,192,210
,,Hakkari,5.048,2.046,03.03.2021 23:13:02,150,28
,,Hatay,113.026,31.198,03.03.2021 23:13:06,1.907,1.617
,,Içel,183.624,50.003,03.03.2021 23:13:12,2.531,3.156
,,Iğdır,9.994,3.102,03.03.2021 23:15:29,134,125
,,Isparta,59.995,21.002,03.03.2021 23:13:09,898,1.027
,,Istanbul,1.132.449,372.464,03.03.2021 23:13:15,14.928,21.114
,,Izmir,491.394,137.487,03.03.2021 23:13:18,8.577,8.876
,,Kahramanmaraş,78.125,20.466,03.03.2021 23:13:54,1.267,1.279
,,Karabük,28.334,6.879,03.03.2021 23:15:35,502,473
,,Karaman,24.926,7.311,03.03.2021 23:15:10,343,438
,,Kars,18.038,5.163,03.03.2021 23:13:21,391,334
,,Kastamonu,48.837,12.606,03.03.2021 23:13:25,1.120,1.037
,,Kayseri,131.028,38.918,03.03.2021 23:13:27,1.271,2.349
,,Kırıkkale,29.333,8.339,03.03.2021 23:15:13,464,526
,,Kırklareli,47.987,12.368,03.03.2021 23:13:31,876,1.108
,,Kırşehir,26.112,7.393,03.03.2021 23:13:34,428,488
,,Kilis,8.994,2.694,03.03.2021 23:15:38,165,167
,,Kocaeli,153.689,45.543,03.03.2021 23:13:37,2.585,2.841
,,Konya,197.905,54.457,03.03.2021 23:13:40,2.948,3.543
,,Kütahya,64.388,14.626,03.03.2021 23:13:43,1.384,1.039
,,Malatya,80.896,26.202,03.03.2021 23:13:46,829,1.710
,,Manisa,141.900,33.662,03.03.2021 23:13:50,2.802,2.350
,,Mardin,24.914,7.829,03.03.2021 23:13:57,573,262
,,Muğla,131.323,34.646,03.03.2021 23:14:00,2.564,2.758
,,Muş,12.459,3.759,03.03.2021 23:14:03,391,135
,,Nevşehir,30.865,8.685,03.03.2021 23:14:07,472,651
,,Niğde,30.966,9.366,03.03.2021 23:14:11,467,524
,,Ordu,93.381,24.769,03.03.2021 23:14:14,1.881,1.955
,,Osmaniye,50.127,13.385,03.03.2021 23:15:42,589,694
,,Rize,39.931,11.893,03.03.2021 23:14:17,608,814
,,Sakarya,91.933,20.140,03.03.2021 23:14:21,1.830,1.680
,,Samsun,149.529,41.999,03.03.2021 23:14:24,3.122,2.770
,,Siirt,8.226,2.769,03.03.2021 23:14:27,152,129
,,Sinop,30.703,7.083,03.03.2021 23:14:30,718,617
,,Sivas,60.891,16.662,03.03.2021 23:14:33,1.123,1.045
,,Şanlıurfa,54.658,17.121,03.03.2021 23:14:49,1.479,603
,,Şırnak,8.394,3.605,03.03.2021 23:15:19,153,52
,,Tekirdağ,97.779,25.006,03.03.2021 23:14:36,1.835,1.744
,,Tokat,73.561,20.315,03.03.2021 23:14:40,1.288,1.460
,,Trabzon,97.858,28.768,03.03.2021 23:14:43,1.400,1.931
,,Tunceli,10.309,3.099,03.03.2021 23:14:46,169,203
,,Türkiye,7.298.436,2.134.315,03.03.2021 23:15:48,116.011,132.887
,,Uşak,41.395,11.133,03.03.2021 23:14:52,845,864
,,Van,47.785,13.942,03.03.2021 23:14:55,675,426
,,Yalova,31.933,9.115,03.03.2021 23:15:32,581,651
,,Yozgat,40.374,11.185,03.03.2021 23:14:58,792,645
,,Zonguldak,67.635,16.775,03.03.2021 23:15:01,1.802,1.185
,,Adana,188.671,54.102,04.03.2021 23:08:46,2.206,2.538
,,Adıyaman,44.955,14.728,04.03.2021 23:11:15,404,680
,,Afyon,72.848,21.832,04.03.2021 23:11:17,950,1.265
,,Ağrı,13.831,3.899,04.03.2021 23:11:20,277,100
,,Aksaray,32.361,8.538,04.03.2021 23:14:06,484,484
,,Amasya,49.696,15.567,04.03.2021 23:11:23,490,929
,,Ankara,584.604,215.739,04.03.2021 23:11:25,6.247,8.947
,,Antalya,240.759,68.377,04.03.2021 23:11:28,2.972,3.598
,,Ardahan,9.195,2.417,04.03.2021 23:14:23,165,177
,,Artvin,24.120,7.161,04.03.2021 23:11:30,291,525
,,Aydın,148.375,39.471,04.03.2021 23:11:33,2.117,2.710
,,Balıkesir,185.301,48.113,04.03.2021 23:11:35,3.346,3.616
,,Bartın,25.124,5.794,04.03.2021 23:14:21,489,403
,,Batman,27.314,8.770,04.03.2021 23:14:16,194,448
,,Bayburt,6.058,1.699,04.03.2021 23:14:08,91,96
,,Bilecik,25.162,7.936,04.03.2021 23:11:37,253,451
,,Bingöl,12.807,3.740,04.03.2021 23:11:40,195,170
,,Bitlis,10.185,4.223,04.03.2021 23:11:42,142,87
,,Bolu,42.630,14.652,04.03.2021 23:11:45,486,663
,,Burdur,37.984,11.906,04.03.2021 23:11:47,481,748
,,Bursa,276.348,76.755,04.03.2021 23:11:49,4.021,4.575
,,Çanakkale,82.859,23.047,04.03.2021 23:11:52,1.383,1.525
,,Çankırı,23.280,7.152,04.03.2021 23:11:55,231,374
,,Çorum,65.767,19.793,04.03.2021 23:11:57,1.079,1.168
,,Denizli,112.068,35.147,04.03.2021 23:11:59,1.334,1.963
,,Diyarbakır,69.563,26.354,04.03.2021 23:12:02,823,903
,,Düzce,37.117,10.299,04.03.2021 23:14:39,626,591
,,Edirne,59.595,16.869,04.03.2021 23:12:04,1.400,1.109
,,Elazığ,51.994,16.925,04.03.2021 23:12:07,583,872
,,Erzincan,24.029,6.857,04.03.2021 23:12:10,307,443
,,Erzurum,53.673,16.448,04.03.2021 23:12:13,1.176,715
,,Eskişehir,113.159,37.657,04.03.2021 23:12:16,1.121,2.102
,,Gaziantep,105.343,32.021,04.03.2021 23:12:18,1.469,1.348
,,Giresun,66.097,17.838,04.03.2021 23:12:21,1.186,1.352
,,Gümüşhane,11.794,3.420,04.03.2021 23:12:24,162,234
,,Hakkari,5.161,2.072,04.03.2021 23:12:27,113,26
,,Hatay,114.477,32.620,04.03.2021 23:12:29,1.451,1.422
,,Içel,185.917,53.254,04.03.2021 23:12:34,2.293,3.251
,,Iğdır,10.124,3.205,04.03.2021 23:14:26,130,103
,,Isparta,60.599,21.888,04.03.2021 23:12:32,604,886
,,Istanbul,1.146.029,390.887,04.03.2021 23:12:37,13.580,18.423
,,Izmir,498.745,146.213,04.03.2021 23:12:39,7.351,8.726
,,Kahramanmaraş,79.389,21.708,04.03.2021 23:13:08,1.264,1.242
,,Karabük,28.805,7.262,04.03.2021 23:14:31,471,383
,,Karaman,25.290,7.737,04.03.2021 23:14:11,364,426
,,Kars,18.346,5.448,04.03.2021 23:12:42,308,285
,,Kastamonu,49.977,13.568,04.03.2021 23:12:45,1.140,962
,,Kayseri,132.131,40.757,04.03.2021 23:12:47,1.103,1.839
,,Kırıkkale,29.795,8.780,04.03.2021 23:14:13,462,441
,,Kırklareli,48.790,13.388,04.03.2021 23:12:50,803,1.020
,,Kırşehir,26.483,7.862,04.03.2021 23:12:53,371,469
,,Kilis,9.126,2.806,04.03.2021 23:14:34,132,112
,,Kocaeli,156.163,47.890,04.03.2021 23:12:55,2.474,2.347
,,Konya,200.717,57.685,04.03.2021 23:12:58,2.812,3.228
,,Kütahya,65.621,15.845,04.03.2021 23:13:00,1.233,1.219
,,Malatya,81.628,27.574,04.03.2021 23:13:03,732,1.372
,,Manisa,144.950,36.205,04.03.2021 23:13:05,3.050,2.543
,,Mardin,25.493,8.102,04.03.2021 23:13:11,579,273
,,Muğla,133.667,37.091,04.03.2021 23:13:13,2.344,2.445
,,Muş,12.952,3.866,04.03.2021 23:13:16,493,107
,,Nevşehir,31.265,9.230,04.03.2021 23:13:18,400,545
,,Niğde,31.349,9.794,04.03.2021 23:13:21,383,428
,,Ordu,94.973,26.498,04.03.2021 23:13:24,1.592,1.729
,,Osmaniye,50.554,13.927,04.03.2021 23:14:36,427,542
,,Rize,40.386,12.632,04.03.2021 23:13:26,455,739
,,Sakarya,93.512,21.704,04.03.2021 23:13:30,1.579,1.564
,,Samsun,152.222,44.427,04.03.2021 23:13:32,2.693,2.428
,,Siirt,8.369,2.873,04.03.2021 23:13:35,143,104
,,Sinop,31.516,7.713,04.03.2021 23:13:37,813,630
,,Sivas,61.852,17.563,04.03.2021 23:13:40,961,901
,,Şanlıurfa,55.929,17.554,04.03.2021 23:13:53,1.271,433
,,Şırnak,8.576,3.643,04.03.2021 23:14:18,182,38
,,Tekirdağ,99.438,26.531,04.03.2021 23:13:42,1.659,1.525
,,Tokat,74.544,21.492,04.03.2021 23:13:45,983,1.177
,,Trabzon,99.026,30.435,04.03.2021 23:13:48,1.168,1.667
,,Tunceli,10.389,3.223,04.03.2021 23:13:50,80,124
,,Türkiye,7.402.466,2.253.808,04.03.2021 23:14:41,104.030,119.493
,,Uşak,42.009,11.999,04.03.2021 23:13:56,614,866
,,Van,48.411,14.451,04.03.2021 23:13:59,626,509
,,Yalova,32.497,9.671,04.03.2021 23:14:29,564,556
,,Yozgat,41.214,11.775,04.03.2021 23:14:01,840,590
,,Zonguldak,69.394,17.714,04.03.2021 23:14:03,1.759,939
,,Adana,190.704,56.511,05.03.2021 23:08:59,2.033,2.409
,,Adıyaman,45.404,15.359,05.03.2021 23:11:16,449,631
,,Afyon,73.814,22.902,05.03.2021 23:11:19,966,1.070
,,Ağrı,14.205,4.007,05.03.2021 23:11:22,374,108
,,Aksaray,32.903,8.935,05.03.2021 23:14:42,542,397
,,Amasya,50.122,16.306,05.03.2021 23:11:26,426,739
,,Ankara,590.389,223.657,05.03.2021 23:11:29,5.785,7.918
,,Antalya,243.604,71.837,05.03.2021 23:11:32,2.845,3.460
,,Ardahan,9.381,2.563,05.03.2021 23:15:03,186,146
,,Artvin,24.355,7.632,05.03.2021 23:11:35,235,471
,,Aydın,150.362,42.114,05.03.2021 23:11:38,1.987,2.643
,,Balıkesir,188.475,51.799,05.03.2021 23:11:42,3.174,3.686
,,Bartın,25.636,6.221,05.03.2021 23:15:00,512,427
,,Batman,27.509,9.168,05.03.2021 23:14:54,195,398
,,Bayburt,6.155,1.805,05.03.2021 23:14:45,97,106
,,Bilecik,25.410,8.313,05.03.2021 23:11:45,248,377
,,Bingöl,12.987,3.850,05.03.2021 23:11:48,180,110
,,Bitlis,10.350,4.303,05.03.2021 23:11:51,165,80
,,Bolu,43.113,15.278,05.03.2021 23:11:54,483,626
,,Burdur,38.355,12.481,05.03.2021 23:11:57,371,575
,,Bursa,280.278,80.970,05.03.2021 23:12:00,3.930,4.215
,,Çanakkale,84.262,24.438,05.03.2021 23:12:03,1.403,1.391
,,Çankırı,23.599,7.505,05.03.2021 23:12:07,319,353
,,Çorum,66.761,20.825,05.03.2021 23:12:10,994,1.032
,,Denizli,113.428,37.062,05.03.2021 23:12:13,1.360,1.915
,,Diyarbakır,70.455,27.219,05.03.2021 23:12:16,892,865
,,Düzce,37.754,10.866,05.03.2021 23:15:23,637,567
,,Edirne,60.854,18.089,05.03.2021 23:12:19,1.259,1.220
,,Elazığ,52.561,17.701,05.03.2021 23:12:22,567,776
,,Erzincan,24.259,7.236,05.03.2021 23:12:25,230,379
,,Erzurum,54.894,17.114,05.03.2021 23:12:28,1.221,666
,,Eskişehir,114.347,39.586,05.03.2021 23:12:31,1.188,1.929
,,Gaziantep,106.570,33.289,05.03.2021 23:12:34,1.227,1.268
,,Giresun,67.322,19.288,05.03.2021 23:12:38,1.225,1.450
,,Gümüşhane,11.970,3.606,05.03.2021 23:12:40,176,186
,,Hakkari,5.281,2.106,05.03.2021 23:12:43,120,34
,,Hatay,115.963,34.082,05.03.2021 23:12:46,1.486,1.462
,,Içel,188.019,56.270,05.03.2021 23:12:53,2.102,3.016
,,Iğdır,10.276,3.345,05.03.2021 23:15:06,152,140
,,Isparta,61.203,22.655,05.03.2021 23:12:49,604,767
,,Istanbul,1.158.939,407.181,05.03.2021 23:12:56,12.910,16.294
,,Izmir,505.795,154.911,05.03.2021 23:12:59,7.050,8.698
,,Kahramanmaraş,80.570,22.699,05.03.2021 23:13:34,1.181,991
,,Karabük,29.190,7.710,05.03.2021 23:15:13,385,448
,,Karaman,25.683,8.193,05.03.2021 23:14:49,393,456
,,Kars,18.699,5.717,05.03.2021 23:13:02,353,269
,,Kastamonu,51.315,14.527,05.03.2021 23:13:06,1.338,959
,,Kayseri,133.208,42.562,05.03.2021 23:13:08,1.077,1.805
,,Kırıkkale,30.152,9.225,05.03.2021 23:14:52,357,445
,,Kırklareli,49.526,14.432,05.03.2021 23:13:11,736,1.044
,,Kırşehir,26.780,8.285,05.03.2021 23:13:15,297,423
,,Kilis,9.270,2.933,05.03.2021 23:15:16,144,127
,,Kocaeli,158.445,50.124,05.03.2021 23:13:18,2.282,2.234
,,Konya,203.663,60.737,05.03.2021 23:13:21,2.946,3.052
,,Kütahya,66.749,17.107,05.03.2021 23:13:24,1.128,1.262
,,Malatya,82.398,28.813,05.03.2021 23:13:27,770,1.239
,,Manisa,148.218,39.095,05.03.2021 23:13:31,3.268,2.890
,,Mardin,26.101,8.393,05.03.2021 23:13:37,608,291
,,Muğla,135.989,39.652,05.03.2021 23:13:40,2.322,2.561
,,Muş,13.536,3.991,05.03.2021 23:13:43,584,125
,,Nevşehir,31.627,9.725,05.03.2021 23:13:46,362,495
,,Niğde,31.685,10.274,05.03.2021 23:13:50,336,480
,,Ordu,96.557,28.021,05.03.2021 23:13:53,1.584,1.523
,,Osmaniye,50.942,14.520,05.03.2021 23:15:19,388,593
,,Rize,40.843,13.285,05.03.2021 23:13:56,457,653
,,Sakarya,94.916,23.234,05.03.2021 23:13:59,1.404,1.530
,,Samsun,154.852,46.713,05.03.2021 23:14:02,2.630,2.286
,,Siirt,8.553,2.973,05.03.2021 23:14:05,184,100
,,Sinop,32.305,8.329,05.03.2021 23:14:08,789,616
,,Sivas,62.772,18.431,05.03.2021 23:14:11,920,868
,,Şanlıurfa,57.402,18.092,05.03.2021 23:14:27,1.473,538
,,Şırnak,8.781,3.713,05.03.2021 23:14:58,205,70
,,Tekirdağ,100.994,27.962,05.03.2021 23:14:15,1.556,1.431
,,Tokat,75.647,22.675,05.03.2021 23:14:18,1.103,1.183
,,Trabzon,100.247,32.034,05.03.2021 23:14:21,1.221,1.599
,,Tunceli,10.529,3.434,05.03.2021 23:14:24,140,211
,,Türkiye,7.504.051,2.367.048,05.03.2021 23:15:26,101.585,113.240
,,Uşak,42.653,12.846,05.03.2021 23:14:30,644,847
,,Van,49.112,14.954,05.03.2021 23:14:33,701,503
,,Yalova,33.005,10.262,05.03.2021 23:15:09,508,591
,,Yozgat,42.006,12.301,05.03.2021 23:14:36,792,526
,,Zonguldak,71.109,18.690,05.03.2021 23:14:39,1.715,976
,,Adana,190.870,56.834,06.03.2021 23:08:49,166,323
,,Adıyaman,45.446,15.507,06.03.2021 23:11:16,42,148
,,Afyon,73.920,22.979,06.03.2021 23:11:20,106,77
,,Ağrı,14.283,4.027,06.03.2021 23:11:23,78,20
,,Aksaray,32.952,9.000,06.03.2021 23:15:34,49,65
,,Amasya,50.192,16.361,06.03.2021 23:11:29,70,55
,,Ankara,591.340,225.033,06.03.2021 23:11:34,951,1.376
,,Antalya,244.028,72.382,06.03.2021 23:11:37,424,545
,,Ardahan,9.381,2.563,06.03.2021 23:16:00,0,0
,,Artvin,24.374,7.643,06.03.2021 23:11:40,19,11
,,Aydın,150.608,42.513,06.03.2021 23:11:44,246,399
,,Balıkesir,188.884,52.440,06.03.2021 23:11:49,409,641
,,Bartın,25.666,6.277,06.03.2021 23:15:57,30,56
,,Batman,27.564,9.361,06.03.2021 23:15:51,55,193
,,Bayburt,6.169,1.814,06.03.2021 23:15:37,14,9
,,Bilecik,25.440,8.340,06.03.2021 23:11:53,30,27
,,Bingöl,13.014,3.868,06.03.2021 23:11:58,27,18
,,Bitlis,10.397,4.312,06.03.2021 23:12:01,47,9
,,Bolu,43.156,15.344,06.03.2021 23:12:04,43,66
,,Burdur,38.390,12.531,06.03.2021 23:12:08,35,50
,,Bursa,280.931,81.706,06.03.2021 23:12:12,653,736
,,Çanakkale,84.467,24.661,06.03.2021 23:12:16,205,223
,,Çankırı,23.637,7.544,06.03.2021 23:12:20,38,39
,,Çorum,67.089,20.985,06.03.2021 23:12:23,328,160
,,Denizli,113.647,37.330,06.03.2021 23:12:26,219,268
,,Diyarbakır,70.556,27.388,06.03.2021 23:12:30,101,169
,,Düzce,37.788,10.898,06.03.2021 23:16:22,34,32
,,Edirne,61.105,18.211,06.03.2021 23:12:35,251,122
,,Elazığ,52.631,17.774,06.03.2021 23:12:38,70,73
,,Erzincan,24.291,7.284,06.03.2021 23:12:42,32,48
,,Erzurum,55.123,17.206,06.03.2021 23:12:46,229,92
,,Eskişehir,114.548,39.899,06.03.2021 23:12:51,201,313
,,Gaziantep,106.742,33.472,06.03.2021 23:12:55,172,183
,,Giresun,67.381,19.352,06.03.2021 23:12:58,59,64
,,Gümüşhane,11.973,3.618,06.03.2021 23:13:02,3,12
,,Hakkari,5.309,2.115,06.03.2021 23:13:06,28,9
,,Hatay,116.089,34.169,06.03.2021 23:13:11,126,87
,,Içel,188.194,56.494,06.03.2021 23:13:18,175,224
,,Iğdır,10.276,3.345,06.03.2021 23:16:04,0,0
,,Isparta,61.266,22.702,06.03.2021 23:13:15,63,47
,,Istanbul,1.161.948,411.143,06.03.2021 23:13:21,3.009,3.962
,,Izmir,506.684,156.082,06.03.2021 23:13:26,889,1.171
,,Kahramanmaraş,81.027,22.904,06.03.2021 23:14:08,457,205
,,Karabük,29.275,7.796,06.03.2021 23:16:12,85,86
,,Karaman,25.702,8.241,06.03.2021 23:15:42,19,48
,,Kars,18.753,5.755,06.03.2021 23:13:30,54,38
,,Kastamonu,51.538,14.577,06.03.2021 23:13:34,223,50
,,Kayseri,133.367,42.826,06.03.2021 23:13:37,159,264
,,Kırıkkale,30.224,9.282,06.03.2021 23:15:46,72,57
,,Kırklareli,49.587,14.484,06.03.2021 23:13:40,61,52
,,Kırşehir,26.824,8.330,06.03.2021 23:13:45,44,45
,,Kilis,9.283,2.952,06.03.2021 23:16:15,13,19
,,Kocaeli,158.721,50.426,06.03.2021 23:13:49,276,302
,,Konya,204.156,61.317,06.03.2021 23:13:53,493,580
,,Kütahya,66.924,17.226,06.03.2021 23:13:56,175,119
,,Malatya,82.458,28.960,06.03.2021 23:14:01,60,147
,,Manisa,148.653,39.473,06.03.2021 23:14:05,435,378
,,Mardin,26.166,8.448,06.03.2021 23:14:13,65,55
,,Muğla,136.458,39.899,06.03.2021 23:14:16,469,247
,,Muş,13.599,4.020,06.03.2021 23:14:19,63,29
,,Nevşehir,31.653,9.763,06.03.2021 23:14:23,26,38
,,Niğde,31.725,10.307,06.03.2021 23:14:27,40,33
,,Ordu,96.835,28.285,06.03.2021 23:14:31,278,264
,,Osmaniye,50.965,14.574,06.03.2021 23:16:18,23,54
,,Rize,40.967,13.333,06.03.2021 23:14:34,124,48
,,Sakarya,95.271,23.542,06.03.2021 23:14:37,355,308
,,Samsun,155.282,47.169,06.03.2021 23:14:41,430,456
,,Siirt,8.564,2.996,06.03.2021 23:14:45,11,23
,,Sinop,32.450,8.440,06.03.2021 23:14:49,145,111
,,Sivas,62.955,18.573,06.03.2021 23:14:52,183,142
,,Şanlıurfa,57.617,18.179,06.03.2021 23:15:12,215,87
,,Şırnak,8.847,3.729,06.03.2021 23:15:54,66,16
,,Tekirdağ,101.302,28.210,06.03.2021 23:14:56,308,248
,,Tokat,75.794,22.850,06.03.2021 23:15:00,147,175
,,Trabzon,100.355,32.217,06.03.2021 23:15:04,108,183
,,Tunceli,10.533,3.443,06.03.2021 23:15:09,4,9
,,Türkiye,7.520.049,2.384.587,06.03.2021 23:16:27,15.998,17.539
,,Uşak,42.693,12.902,06.03.2021 23:15:16,40,56
,,Van,49.302,15.044,06.03.2021 23:15:21,190,90
,,Yalova,33.096,10.349,06.03.2021 23:16:08,91,87
,,Yozgat,42.076,12.367,06.03.2021 23:15:26,70,66
,,Zonguldak,71.303,18.892,06.03.2021 23:15:31,194,202
,,Adana,190.962,57.024,07.03.2021 23:08:47,92,190
,,Adıyaman,45.473,15.618,07.03.2021 23:11:16,27,111
,,Afyon,73.958,23.012,07.03.2021 23:11:19,38,33
,,Ağrı,14.308,4.040,07.03.2021 23:11:22,25,13
,,Aksaray,32.968,9.019,07.03.2021 23:14:29,16,19
,,Amasya,50.199,16.372,07.03.2021 23:11:25,7,11
,,Ankara,591.685,225.781,07.03.2021 23:11:28,345,748
,,Antalya,244.179,72.921,07.03.2021 23:11:31,151,539
,,Ardahan,9.418,2.584,07.03.2021 23:14:50,37,21
,,Artvin,24.381,7.643,07.03.2021 23:11:35,7,0
,,Aydın,150.709,42.708,07.03.2021 23:11:38,101,195
,,Balıkesir,189.085,52.790,07.03.2021 23:11:41,201,350
,,Bartın,25.682,6.335,07.03.2021 23:14:47,16,58
,,Batman,27.590,9.549,07.03.2021 23:14:41,26,188
,,Bayburt,6.174,1.819,07.03.2021 23:14:32,5,5
,,Bilecik,25.447,8.347,07.03.2021 23:11:44,7,7
,,Bingöl,13.034,3.875,07.03.2021 23:11:47,20,7
,,Bitlis,10.414,4.318,07.03.2021 23:11:51,17,6
,,Bolu,43.181,15.391,07.03.2021 23:11:55,25,47
,,Burdur,38.410,12.544,07.03.2021 23:11:58,20,13
,,Bursa,281.222,82.179,07.03.2021 23:12:01,291,473
,,Çanakkale,84.559,24.830,07.03.2021 23:12:04,92,169
,,Çankırı,23.654,7.559,07.03.2021 23:12:07,17,15
,,Çorum,67.211,21.069,07.03.2021 23:12:10,122,84
,,Denizli,113.942,37.512,07.03.2021 23:12:13,295,182
